学校,省份,城市,层次,性质,985,211,双一流
杭州电子科技大学信息工程学院,浙江,杭州,本科,民办,否,否,否
浙江农林大学暨阳学院,浙江,绍兴,本科,民办,否,否,否
浙江中医药大学滨江学院,浙江,杭州,本科,民办,否,否,否
绍兴文理学院元培学院,浙江,绍兴,本科,民办,否,否,否
中国计量大学现代科技学院,浙江,杭州,本科,民办,否,否,否
温州商学院,浙江,温州,本科,民办,否,否,否
上海财经大学浙江学院,浙江,金华,本科,民办,否,否,否
宁波诺丁汉大学,浙江,宁波,本科,中外合作办学及内地与港澳合作办学,否,否,否
重庆大学,重庆,重庆,本科,公办,是,是,是
重庆交通大学,重庆,重庆,本科,公办,否,否,否
西南大学,重庆,重庆,本科,公办,否,是,是
重庆文理学院,重庆,重庆,本科,公办,否,否,否
长江师范学院,重庆,重庆,本科,公办,否,否,否
西南政法大学,重庆,重庆,本科,公办,否,否,否
重庆科技学院,重庆,重庆,本科,公办,否,否,否
重庆工商大学,重庆,重庆,本科,公办,否,否,否
重庆第二师范学院,重庆,重庆,本科,公办,否,否,否
重庆中医药学院,重庆,重庆,本科,公办,否,否,否
重庆工程学院,重庆,重庆,本科,民办,否,否,否
重庆人文科技学院,重庆,重庆,本科,民办,否,否,否
重庆对外经贸学院,重庆,重庆,本科,民办,否,否,否
重庆工商大学派斯学院,重庆,重庆,本科,民办,否,否,否
安徽职业技术学院,安徽,合肥,专科,公办,否,否,否
淮北职业技术学院,安徽,淮北,专科,公办,否,否,否
芜湖职业技术学院,安徽,芜湖,专科,公办,否,否,否
淮南联合大学,安徽,淮南,专科,公办,否,否,否
安徽商贸职业技术学院,安徽,芜湖,专科,公办,否,否,否
安徽水利水电职业技术学院,安徽,合肥,专科,公办,否,否,否
阜阳职业技术学院,安徽,阜阳,专科,公办,否,否,否
铜陵职业技术学院,安徽,铜陵,专科,公办,否,否,否
安徽警官职业学院,安徽,合肥,专科,公办,否,否,否
淮南职业技术学院,安徽,淮南,专科,公办,否,否,否
安徽工业经济职业技术学院,安徽,合肥,专科,公办,否,否,否
合肥通用职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽工贸职业技术学院,安徽,淮南,专科,公办,否,否,否
宿州职业技术学院,安徽,宿州,专科,公办,否,否,否
六安职业技术学院,安徽,六安,专科,公办,否,否,否
安徽电子信息职业技术学院,安徽,蚌埠,专科,公办,否,否,否
安徽交通职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽体育运动职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽中医药高等专科学校,安徽,芜湖,专科,公办,否,否,否
安徽医学高等专科学校,安徽,合肥,专科,公办,否,否,否
合肥职业技术学院,安徽,合肥,专科,公办,否,否,否
滁州职业技术学院,安徽,滁州,专科,公办,否,否,否
池州职业技术学院,安徽,池州,专科,公办,否,否,否
宣城职业技术学院,安徽,宣城,专科,公办,否,否,否
安徽广播影视职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽电气工程职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽冶金科技职业学院,安徽,马鞍山,专科,公办,否,否,否
安徽城市管理职业学院,安徽,合肥,专科,公办,否,否,否
安徽机电职业技术学院,安徽,芜湖,专科,公办,否,否,否
安徽工商职业学院,安徽,合肥,专科,公办,否,否,否
安徽中澳科技职业学院,安徽,合肥,专科,公办,否,否,否
亳州职业技术学院,安徽,亳州,专科,公办,否,否,否
安徽国防科技职业学院,安徽,六安,专科,公办,否,否,否
安庆职业技术学院,安徽,安庆,专科,公办,否,否,否
安徽艺术职业学院,安徽,合肥,专科,公办,否,否,否
马鞍山师范高等专科学校,安徽,马鞍山,专科,公办,否,否,否
安徽财贸职业学院,安徽,合肥,专科,公办,否,否,否
安徽国际商务职业学院,安徽,合肥,专科,公办,否,否,否
安徽公安职业学院,安徽,合肥,专科,公办,否,否,否
安徽林业职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽审计职业学院,安徽,合肥,专科,公办,否,否,否
安徽新闻出版职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽邮电职业技术学院,安徽,合肥,专科,公办,否,否,否
安徽工业职业技术学院,安徽,铜陵,专科,公办,否,否,否
安庆医药高等专科学校,安徽,安庆,专科,公办,否,否,否
徽商职业学院,安徽,合肥,专科,公办,否,否,否
马鞍山职业技术学院,安徽,马鞍山,专科,公办,否,否,否
桐城师范高等专科学校,安徽,安庆,专科,公办,否,否,否
黄山职业技术学院,安徽,黄山,专科,公办,否,否,否
滁州城市职业学院,安徽,滁州,专科,公办,否,否,否
安徽汽车职业技术学院,安徽,合肥,专科,公办,否,否,否
皖西卫生职业学院,安徽,六安,专科,公办,否,否,否
合肥幼儿师范高等专科学校,安徽,合肥,专科,公办,否,否,否
安徽黄梅戏艺术职业学院,安徽,安庆,专科,公办,否,否,否
安徽粮食工程职业学院,安徽,合肥,专科,公办,否,否,否
安徽卫生健康职业学院,安徽,池州,专科,公办,否,否,否
皖北卫生职业学院,安徽,宿州,专科,公办,否,否,否
阜阳幼儿师范高等专科学校,安徽,阜阳,专科,公办,否,否,否
民办万博科技职业学院,安徽,合肥,专科,民办,否,否,否
民办合肥经济技术职业学院,安徽,合肥,专科,民办,否,否,否
民办合肥滨湖职业技术学院,安徽,合肥,专科,民办,否,否,否
阜阳科技职业学院,安徽,阜阳,专科,民办,否,否,否
民办合肥财经职业学院,安徽,合肥,专科,民办,否,否,否
安徽涉外经济职业学院,安徽,合肥,专科,民办,否,否,否
安徽绿海商务职业学院,安徽,合肥,专科,民办,否,否,否
合肥共达职业技术学院,安徽,合肥,专科,民办,否,否,否
蚌埠经济技术职业学院,安徽,蚌埠,专科,民办,否,否,否
民办安徽旅游职业学院,安徽,阜阳,专科,民办,否,否,否
安徽现代信息工程职业学院,安徽,淮南,专科,民办,否,否,否
安徽矿业职业技术学院,安徽,淮北,专科,民办,否,否,否
合肥信息技术职业学院,安徽,合肥,专科,民办,否,否,否
安徽扬子职业技术学院,安徽,芜湖,专科,民办,否,否,否
合肥科技职业学院,安徽,合肥,专科,民办,否,否,否
黄山健康职业学院,安徽,黄山,专科,民办,否,否,否
宿州航空职业学院,安徽,宿州,专科,民办,否,否,否
芜湖医药健康职业学院,安徽,芜湖,专科,民办,否,否,否
芜湖航空职业学院,安徽,芜湖,专科,民办,否,否,否
蚌埠城市轨道交通职业学院,安徽,蚌埠,专科,民办,否,否,否
北京工业职业技术学院,北京,北京,专科,公办,否,否,否
北京信息职业技术学院,北京,北京,专科,公办,否,否,否
北京电子科技职业学院,北京,北京,专科,公办,否,否,否
北京京北职业技术学院,北京,北京,专科,公办,否,否,否
北京交通职业技术学院,北京,北京,专科,公办,否,否,否
北京青年政治学院,北京,北京,专科,公办,否,否,否
北京农业职业学院,北京,北京,专科,公办,否,否,否
北京政法职业学院,北京,北京,专科,公办,否,否,否
北京财贸职业学院,北京,北京,专科,公办,否,否,否
北京戏曲艺术职业学院,北京,北京,专科,公办,否,否,否
北京经济管理职业学院,北京,北京,专科,公办,否,否,否
北京劳动保障职业学院,北京,北京,专科,公办,否,否,否
北京社会管理职业学院,北京,北京,专科,公办,否,否,否
北京体育职业学院,北京,北京,专科,公办,否,否,否
北京交通运输职业学院,北京,北京,专科,公办,否,否,否
北京卫生职业学院,北京,北京,专科,公办,否,否,否
北京北大方正软件职业技术学院,北京,北京,专科,民办,否,否,否
北京经贸职业学院,北京,北京,专科,民办,否,否,否
北京经济技术职业学院,北京,北京,专科,民办,否,否,否
北京汇佳职业学院,北京,北京,专科,民办,否,否,否
北京科技经营管理学院,北京,北京,专科,民办,否,否,否
北京科技职业学院,北京,北京,专科,民办,否,否,否
北京培黎职业学院,北京,北京,专科,民办,否,否,否
北京艺术传媒职业学院,北京,北京,专科,民办,否,否,否
北京网络职业学院,北京,北京,专科,民办,否,否,否
福建船政交通职业学院,福建,福州,专科,公办,否,否,否
漳州职业技术学院,福建,漳州,专科,公办,否,否,否
闽西职业技术学院,福建,龙岩,专科,公办,否,否,否
黎明职业大学,福建,泉州,专科,公办,否,否,否
福州职业技术学院,福建,福州,专科,公办,否,否,否
福建林业职业技术学院,福建,南平,专科,公办,否,否,否
福建信息职业技术学院,福建,福州,专科,公办,否,否,否
福建水利电力职业技术学院,福建,三明,专科,公办,否,否,否
福建电力职业技术学院,福建,泉州,专科,公办,否,否,否
厦门海洋职业技术学院,福建,厦门,专科,公办,否,否,否
福建农业职业技术学院,福建,福州,专科,公办,否,否,否
福建卫生职业技术学院,福建,福州,专科,公办,否,否,否
泉州医学高等专科学校,福建,泉州,专科,公办,否,否,否
闽北职业技术学院,福建,南平,专科,公办,否,否,否
泉州经贸职业技术学院,福建,泉州,专科,公办,否,否,否
湄洲湾职业技术学院,福建,莆田,专科,公办,否,否,否
福建生物工程职业技术学院,福建,福州,专科,公办,否,否,否
福建艺术职业学院,福建,福州,专科,公办,否,否,否
福建幼儿师范高等专科学校,福建,福州,专科,公办,否,否,否
厦门城市职业学院,福建,厦门,专科,公办,否,否,否
泉州工艺美术职业学院,福建,泉州,专科,公办,否,否,否
三明医学科技职业学院,福建,三明,专科,公办,否,否,否
宁德职业技术学院,福建,宁德,专科,公办,否,否,否
福建体育职业技术学院,福建,福州,专科,公办,否,否,否
漳州城市职业学院,福建,漳州,专科,公办,否,否,否
漳州卫生职业学院,福建,漳州,专科,公办,否,否,否
泉州幼儿师范高等专科学校,福建,泉州,专科,公办,否,否,否
闽江师范高等专科学校,福建,福州,专科,公办,否,否,否
福建华南女子职业学院,福建,福州,专科,民办,否,否,否
福州英华职业学院,福建,福州,专科,民办,否,否,否
泉州纺织服装职业学院,福建,泉州,专科,民办,否,否,否
泉州华光职业学院,福建,泉州,专科,民办,否,否,否
福州黎明职业技术学院,福建,福州,专科,民办,否,否,否
厦门演艺职业学院,福建,厦门,专科,民办,否,否,否
厦门华天涉外职业技术学院,福建,厦门,专科,民办,否,否,否
福州科技职业技术学院,福建,福州,专科,民办,否,否,否
福州软件职业技术学院,福建,福州,专科,民办,否,否,否
厦门兴才职业技术学院,福建,厦门,专科,民办,否,否,否
厦门软件职业技术学院,福建,厦门,专科,民办,否,否,否
厦门南洋职业学院,福建,厦门,专科,民办,否,否,否
厦门东海职业技术学院,福建,厦门,专科,民办,否,否,否
漳州科技职业学院,福建,漳州,专科,民办,否,否,否
漳州理工职业学院,福建,漳州,专科,民办,否,否,否
武夷山职业学院,福建,南平,专科,民办,否,否,否
泉州海洋职业学院,福建,泉州,专科,民办,否,否,否
泉州轻工职业学院,福建,泉州,专科,民办,否,否,否
厦门安防科技职业学院,福建,厦门,专科,民办,否,否,否
泉州工程职业技术学院,福建,泉州,专科,民办,否,否,否
福州墨尔本理工职业学院,福建,福州,专科,中外合作办学,否,否,否
陇南师范高等专科学校,甘肃,陇南,专科,公办,否,否,否
定西师范高等专科学校,甘肃,定西,专科,公办,否,否,否
甘肃建筑职业技术学院,甘肃,兰州,专科,公办,否,否,否
酒泉职业技术学院,甘肃,酒泉,专科,公办,否,否,否
兰州职业技术学院,甘肃,兰州,专科,公办,否,否,否
甘肃警察职业学院,甘肃,兰州,专科,公办,否,否,否
甘肃林业职业技术学院,甘肃,天水,专科,公办,否,否,否
甘肃工业职业技术学院,甘肃,天水,专科,公办,否,否,否
武威职业学院,甘肃,武威,专科,公办,否,否,否
甘肃交通职业技术学院,甘肃,兰州,专科,公办,否,否,否
甘肃农业职业技术学院,甘肃,兰州,专科,公办,否,否,否
甘肃畜牧工程职业技术学院,甘肃,武威,专科,公办,否,否,否
甘肃钢铁职业技术学院,甘肃,嘉峪关,专科,公办,否,否,否
甘肃机电职业技术学院,甘肃,天水,专科,公办,否,否,否
甘肃有色冶金职业技术学院,甘肃,金昌,专科,公办,否,否,否
白银矿冶职业技术学院,甘肃,白银,专科,公办,否,否,否
甘肃卫生职业学院,甘肃,兰州,专科,公办,否,否,否
庆阳职业技术学院,甘肃,庆阳,专科,公办,否,否,否
临夏现代职业学院,甘肃,临夏,专科,公办,否,否,否
兰州现代职业学院,甘肃,兰州,专科,公办,否,否,否
平凉职业技术学院,甘肃,平凉,专科,公办,否,否,否
培黎职业学院,甘肃,张掖,专科,公办,否,否,否
兰州航空职业技术学院,甘肃,兰州,专科,公办,否,否,否
甘肃财贸职业学院,甘肃,兰州,专科,公办,否,否,否
定西职业技术学院,甘肃,定西,专科,公办,否,否,否
兰州外语职业学院,甘肃,兰州,专科,民办,否,否,否
兰州科技职业学院,甘肃,兰州,专科,民办,否,否,否
白银希望职业技术学院,甘肃,白银,专科,民办,否,否,否
顺德职业技术学院,广东,佛山,专科,公办,否,否,否
广东轻工职业技术学院,广东,广州,专科,公办,否,否,否
广东交通职业技术学院,广东,广州,专科,公办,否,否,否
广东水利电力职业技术学院,广东,广州,专科,公办,否,否,否
广东南华工商职业学院,广东,广州,专科,公办,否,否,否
广州民航职业技术学院,广东,广州,专科,公办,否,否,否
广州番禺职业技术学院,广东,广州,专科,公办,否,否,否
广东松山职业技术学院,广东,韶关,专科,公办,否,否,否
广东农工商职业技术学院,广东,广州,专科,公办,否,否,否
佛山职业技术学院,广东,佛山,专科,公办,否,否,否
广东科学技术职业学院,广东,广州,专科,公办,否,否,否
广东食品药品职业学院,广东,广州,专科,公办,否,否,否
广东行政职业学院,广东,广州,专科,公办,否,否,否
广东体育职业技术学院,广东,广州,专科,公办,否,否,否
广东职业技术学院,广东,佛山,专科,公办,否,否,否
广东建设职业技术学院,广东,广州,专科,公办,否,否,否
广东女子职业技术学院,广东,广州,专科,公办,否,否,否
广东机电职业技术学院,广东,广州,专科,公办,否,否,否
汕尾职业技术学院,广东,汕尾,专科,公办,否,否,否
罗定职业技术学院,广东,云浮,专科,公办,否,否,否
阳江职业技术学院,广东,阳江,专科,公办,否,否,否
河源职业技术学院,广东,河源,专科,公办,否,否,否
广东邮电职业技术学院,广东,广州,专科,公办,否,否,否
汕头职业技术学院,广东,汕头,专科,公办,否,否,否
揭阳职业技术学院,广东,揭阳,专科,公办,否,否,否
深圳信息职业技术学院,广东,深圳,专科,公办,否,否,否
清远职业技术学院,广东,清远,专科,公办,否,否,否
广东工贸职业技术学院,广东,广州,专科,公办,否,否,否
广东司法警官职业学院,广东,广州,专科,公办,否,否,否
广东省外语艺术职业学院,广东,广州,专科,公办,否,否,否
广东文艺职业学院,广东,广州,专科,公办,否,否,否
广州体育职业技术学院,广东,广州,专科,公办,否,否,否
广州工程技术职业学院,广东,广州,专科,公办,否,否,否
中山火炬职业技术学院,广东,中山,专科,公办,否,否,否
江门职业技术学院,广东,江门,专科,公办,否,否,否
茂名职业技术学院,广东,茂名,专科,公办,否,否,否
珠海城市职业技术学院,广东,珠海,专科,公办,否,否,否
肇庆医学高等专科学校,广东,肇庆,专科,公办,否,否,否
广东理工职业学院,广东,广州,专科,公办,否,否,否
广州城市职业学院,广东,广州,专科,公办,否,否,否
广东工程职业技术学院,广东,广州,专科,公办,否,否,否
广州铁路职业技术学院,广东,广州,专科,公办,否,否,否
广东科贸职业学院,广东,广州,专科,公办,否,否,否
广州科技贸易职业学院,广东,广州,专科,公办,否,否,否
中山职业技术学院,广东,中山,专科,公办,否,否,否
东莞职业技术学院,广东,东莞,专科,公办,否,否,否
广东环境保护工程职业学院,广东,佛山,专科,公办,否,否,否
广东青年职业学院,广东,广州,专科,公办,否,否,否
广东舞蹈戏剧职业学院,广东,广州,专科,公办,否,否,否
惠州卫生职业技术学院,广东,惠州,专科,公办,否,否,否
广东生态工程职业学院,广东,广州,专科,公办,否,否,否
惠州城市职业学院,广东,惠州,专科,公办,否,否,否
广东茂名健康职业学院,广东,茂名,专科,公办,否,否,否
广东茂名幼儿师范专科学校,广东,茂名,专科,公办,否,否,否
广州卫生职业技术学院,广东,广州,专科,公办,否,否,否
惠州工程职业学院,广东,惠州,专科,公办,否,否,否
广东江门中医药职业学院,广东,江门,专科,公办,否,否,否
广东茂名农林科技职业学院,广东,茂名,专科,公办,否,否,否
广东江门幼儿师范高等专科学校,广东,江门,专科,公办,否,否,否
广东财贸职业学院,广东,清远,专科,公办,否,否,否
广州幼儿师范高等专科学校,广东,广州,专科,公办,否,否,否
广东汕头幼儿师范高等专科学校,广东,汕头,专科,公办,否,否,否
广东梅州职业技术学院,广东,梅州,专科,公办,否,否,否
广东潮州卫生健康职业学院,广东,潮州,专科,公办,否,否,否
广东云浮中医药职业学院,广东,云浮,专科,公办,否,否,否
湛江幼儿师范专科学校,广东,湛江,专科,公办,否,否,否
深圳城市职业学院,广东,深圳,专科,公办,否,否,否
潮汕职业技术学院,广东,揭阳,专科,民办,否,否,否
私立华联学院,广东,广州,专科,民办,否,否,否
广东新安职业技术学院,广东,深圳,专科,民办,否,否,否
广州康大职业技术学院,广东,广州,专科,民办,否,否,否
珠海艺术职业学院,广东,珠海,专科,民办,否,否,否
广东岭南职业技术学院,广东,广州,专科,民办,否,否,否
广东亚视演艺职业学院,广东,东莞,专科,民办,否,否,否
广州涉外经济职业技术学院,广东,广州,专科,民办,否,否,否
广州南洋理工职业学院,广东,广州,专科,民办,否,否,否
惠州经济职业技术学院,广东,惠州,专科,民办,否,否,否
广州现代信息工程职业技术学院,广东,广州,专科,民办,否,否,否
广州华南商贸职业学院,广东,广州,专科,民办,否,否,否
广州华立科技职业学院,广东,广州,专科,民办,否,否,否
广州珠江职业技术学院,广东,广州,专科,民办,否,否,否
广州松田职业学院,广东,广州,专科,民办,否,否,否
广东文理职业学院,广东,湛江,专科,民办,否,否,否
广州城建职业学院,广东,广州,专科,民办,否,否,否
广东南方职业学院,广东,江门,专科,民办,否,否,否
广州华商职业学院,广东,广州,专科,民办,否,否,否
广州华夏职业学院,广东,广州,专科,民办,否,否,否
广州东华职业学院,广东,广州,专科,民办,否,否,否
广东创新科技职业学院,广东,东莞,专科,民办,否,否,否
广东信息工程职业学院,广东,肇庆,专科,民办,否,否,否
广东碧桂园职业学院,广东,清远,专科,民办,否,否,否
广东酒店管理职业技术学院,广东,东莞,专科,民办,否,否,否
广东肇庆航空职业学院,广东,肇庆,专科,民办,否,否,否
珠海格力职业学院,广东,珠海,专科,民办,否,否,否
广西机电职业技术学院,广西,南宁,专科,公办,否,否,否
广西体育高等专科学校,广西,南宁,专科,公办,否,否,否
南宁职业技术学院,广西,南宁,专科,公办,否,否,否
广西水利电力职业技术学院,广西,南宁,专科,公办,否,否,否
桂林师范高等专科学校,广西,桂林,专科,公办,否,否,否
广西职业技术学院,广西,南宁,专科,公办,否,否,否
柳州职业技术学院,广西,柳州,专科,公办,否,否,否
广西生态工程职业技术学院,广西,柳州,专科,公办,否,否,否
广西交通职业技术学院,广西,南宁,专科,公办,否,否,否
广西工业职业技术学院,广西,南宁,专科,公办,否,否,否
广西国际商务职业技术学院,广西,南宁,专科,公办,否,否,否
柳州铁道职业技术学院,广西,柳州,专科,公办,否,否,否
广西建设职业技术学院,广西,南宁,专科,公办,否,否,否
广西现代职业技术学院,广西,河池,专科,公办,否,否,否
北海职业学院,广西,北海,专科,公办,否,否,否
广西经贸职业技术学院,广西,南宁,专科,公办,否,否,否
广西工商职业技术学院,广西,南宁,专科,公办,否,否,否
广西电力职业技术学院,广西,南宁,专科,公办,否,否,否
柳州城市职业学院,广西,柳州,专科,公办,否,否,否
百色职业学院,广西,百色,专科,公办,否,否,否
梧州职业学院,广西,梧州,专科,公办,否,否,否
广西幼儿师范高等专科学校,广西,南宁,专科,公办,否,否,否
广西卫生职业技术学院,广西,南宁,专科,公办,否,否,否
广西金融职业技术学院,广西,南宁,专科,公办,否,否,否
广西安全工程职业技术学院,广西,南宁,专科,公办,否,否,否
广西自然资源职业技术学院,广西,崇左,专科,公办,否,否,否
钦州幼儿师范高等专科学校,广西,钦州,专科,公办,否,否,否
广西制造工程职业技术学院,广西,南宁,专科,公办,否,否,否
广西物流职业技术学院,广西,贵港,专科,公办,否,否,否
防城港职业技术学院,广西,防城港,专科,公办,否,否,否
广西信息职业技术学院,广西,南宁,专科,公办,否,否,否
广西农业工程职业技术学院,广西,崇左,专科,公办,否,否,否
崇左幼儿师范高等专科学校,广西,崇左,专科,公办,否,否,否
广西质量工程职业技术学院,广西,南宁,专科,公办,否,否,否
桂林生命与健康职业技术学院,广西,桂林,专科,民办,否,否,否
桂林山水职业学院,广西,桂林,专科,民办,否,否,否
广西演艺职业学院,广西,南宁,专科,民办,否,否,否
广西英华国际职业学院,广西,钦州,专科,民办,否,否,否
广西工程职业学院,广西,百色,专科,民办,否,否,否
广西理工职业技术学院,广西,崇左,专科,民办,否,否,否
广西经济职业学院,广西,南宁,专科,民办,否,否,否
广西科技职业学院,广西,崇左,专科,民办,否,否,否
广西培贤国际职业学院,广西,百色,专科,民办,否,否,否
广西中远职业学院,广西,崇左,专科,民办,否,否,否
玉柴职业技术学院,广西,玉林,专科,民办,否,否,否
广西蓝天航空职业学院,广西,来宾,专科,民办,否,否,否
梧州医学高等专科学校,广西,梧州,专科,民办,否,否,否
北海康养职业学院,广西,北海,专科,民办,否,否,否
桂林信息工程职业学院,广西,桂林,专科,民办,否,否,否
黔南民族医学高等专科学校,贵州,黔南,专科,公办,否,否,否
贵州交通职业技术学院,贵州,贵阳,专科,公办,否,否,否
贵州航天职业技术学院,贵州,遵义,专科,公办,否,否,否
贵州电子信息职业技术学院,贵州,黔东南,专科,公办,否,否,否
安顺职业技术学院,贵州,安顺,专科,公办,否,否,否
黔东南民族职业技术学院,贵州,黔东南,专科,公办,否,否,否
黔南民族职业技术学院,贵州,黔南,专科,公办,否,否,否
遵义职业技术学院,贵州,遵义,专科,公办,否,否,否
贵州工业职业技术学院,贵州,贵阳,专科,公办,否,否,否
贵州电力职业技术学院,贵州,贵阳,专科,公办,否,否,否
六盘水职业技术学院,贵州,六盘水,专科,公办,否,否,否
铜仁职业技术学院,贵州,铜仁,专科,公办,否,否,否
黔西南民族职业技术学院,贵州,黔西南,专科,公办,否,否,否
贵州轻工职业技术学院,贵州,贵阳,专科,公办,否,否,否
遵义医药高等专科学校,贵州,遵义,专科,公办,否,否,否
贵阳职业技术学院,贵州,贵阳,专科,公办,否,否,否
毕节职业技术学院,贵州,毕节,专科,公办,否,否,否
贵州职业技术学院,贵州,贵阳,专科,公办,否,否,否
贵阳幼儿师范高等专科学校,贵州,贵阳,专科,公办,否,否,否
铜仁幼儿师范高等专科学校,贵州,铜仁,专科,公办,否,否,否
黔南民族幼儿师范高等专科学校,贵州,黔南,专科,公办,否,否,否
毕节医学高等专科学校,贵州,毕节,专科,公办,否,否,否
贵州建设职业技术学院,贵州,贵阳,专科,公办,否,否,否
毕节幼儿师范高等专科学校,贵州,毕节,专科,公办,否,否,否
贵州农业职业学院,贵州,贵阳,专科,公办,否,否,否
贵州水利水电职业技术学院,贵州,贵阳,专科,公办,否,否,否
贵州电子商务职业技术学院,贵州,贵阳,专科,公办,否,否,否
贵州电子科技职业学院,贵州,贵阳,专科,公办,否,否,否
贵州装备制造职业学院,贵州,贵阳,专科,公办,否,否,否
贵州健康职业学院,贵州,铜仁,专科,公办,否,否,否
贵州食品工程职业学院,贵州,贵阳,专科,公办,否,否,否
贵州经贸职业技术学院,贵州,黔南,专科,公办,否,否,否
贵州护理职业技术学院,贵州,黔南,专科,公办,否,否,否
六盘水幼儿师范高等专科学校,贵州,六盘水,专科,公办,否,否,否
毕节工业职业技术学院,贵州,毕节,专科,公办,否,否,否
贵州机电职业技术学院,贵州,黔南,专科,公办,否,否,否
